key_resp_15.keys,key_resp_15.rt,key_resp_13.keys,key_resp_13.corr,ranodm_loop.thisRepN,ranodm_loop.thisTrialN,ranodm_loop.thisN,ranodm_loop.thisIndex,ranodm_loop.ran,participant,Wiek*,Płeć,date,expName,psychopyVersion,OS,frameRate,study_id,session,key_resp_13.rt,key_resp_16.keys,key_resp_16.rt,key_resp_4.keys,key_resp_4.rt,next_letter.thisRepN,next_letter.thisTrialN,next_letter.thisN,next_letter.thisIndex,next_letter.ran,letter,simple_recall,key_resp_5.keys,key_resp_5.rt,simple_recall_corr,simple_recall_corrkeys,next_level.thisRepN,next_level.thisTrialN,next_level.thisN,next_level.thisIndex,next_level.ran,key_resp_2.keys,key_resp_2.rt,digit_answer,key_resp.keys,key_resp.corr,key_resp.rt,RT_list,next_equation.thisRepN,next_equation.thisTrialN,next_equation.thisN,next_equation.thisIndex,next_equation.ran,Task,Trial,Problem,Operation_answer,processing_score,sumRT,meanRT,sumdiff,sd,RT,key_resp_3.keys,key_resp_3.rt,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,repeat_practice.ran,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.corr,key_resp_11.rt,operation_correct,repeat_if_wrong_prac.thisRepN,repeat_if_wrong_prac.thisTrialN,repeat_if_wrong_prac.thisN,repeat_if_wrong_prac.thisIndex,repeat_if_wrong_prac.ran,span_size_prac.thisRepN,span_size_prac.thisTrialN,span_size_prac.thisN,span_size_prac.thisIndex,span_size_prac.ran,complex_recall_practice,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,complex_prac_corr,span_recall_prac.thisRepN,span_recall_prac.thisTrialN,span_recall_prac.thisN,span_recall_prac.thisIndex,span_recall_prac.ran,key_resp_10.keys,key_resp_10.rt,key_resp_7.keys,key_resp_7.corr,repeat_if_wrong.thisRepN,repeat_if_wrong.thisTrialN,repeat_if_wrong.thisN,repeat_if_wrong.thisIndex,repeat_if_wrong.ran,key_resp_7.rt,span_size.thisRepN,span_size.thisTrialN,span_size.thisN,span_size.thisIndex,span_size.ran,complex_recall,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,complex_recall_corr,complex_recall_corrkeys,span_recall.thisRepN,span_recall.thisTrialN,span_recall.thisN,span_recall.thisIndex,span_recall.ran,key_resp_12.keys,key_resp_12.rt
,,"[""period""]",0,50,0,50,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.3913999998569295],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,51,0,51,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.2887999999523174],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,52,0,52,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.47100000000000364],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,53,0,53,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.38520000004766075],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,54,0,54,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.35250000000002046],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,55,0,55,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.3137999999523231],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,56,0,56,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.3509999999999991],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,57,0,57,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.364599999904641],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,58,0,58,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.4843000001907285],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,59,0,59,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.3693999998569666],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,60,0,60,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.44390000009536834],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,61,0,61,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.37879999995232083],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,62,0,62,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.40449999999998454],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,63,0,63,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.47170000004766166],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,64,0,64,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.5314999999999941],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,65,0,65,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.47700000000000387],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,66,0,66,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.5374000000953743],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,67,0,67,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.6057000000476762],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,68,0,68,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.5539000000953536],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,69,0,69,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.47180000019073987],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,70,0,70,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.6760999999046362],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,71,0,71,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.5523000001907405],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,72,0,72,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.40850000000000364],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,73,0,73,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.3150999999046178],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,74,0,74,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.31050000000001887],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,75,0,75,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.08879999995230037],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,76,0,76,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.43239999985692634],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,77,0,77,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.4444000000953565],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,78,0,78,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.6722999999523154],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,79,0,79,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.4720000000000084],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,80,0,80,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.3936999998092574],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,81,0,81,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.5234999999999843],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,82,0,82,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.6072999999523176],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,83,0,83,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.488700000047686],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,84,0,84,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.5442999999523295],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,85,0,85,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.6247000000476817],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,86,0,86,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.5930999999046378],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,87,0,87,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.7239999999999895],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,88,0,88,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.7059999999999604],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,89,0,89,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.8302000000476824],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,90,0,90,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.6435999999046089],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,91,0,91,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.3523000001907235],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,92,0,92,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.5642000000477196],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,93,0,93,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.5243999998569961],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,94,0,94,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.5012000000476746],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,95,0,95,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.4851000001430634],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,96,0,96,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.3500999999046144],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,97,0,97,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.4301999998093038],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,98,0,98,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.3417999999523431],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,99,0,99,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.2771000001430366],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,100,0,100,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.31039999985694067],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,101,0,101,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.4118999998569848],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,102,0,102,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.39310000014302204],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,103,0,103,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.3324000000953333],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,104,0,104,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.34029999995232174],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,105,0,105,0,1,5f2d4ed77f1d552c576f64bf,22,Mężczyzna,2022-06-04_08h08.16.545,task,2021.1.4,Win32,74.97375918,628b806c463b948bc644b84f,629af6c7337ba002f49ae5b6,[0.4362999999523254],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
