key_resp_15.keys,key_resp_15.rt,key_resp_13.keys,key_resp_13.corr,key_resp_13.rt,ranodm_loop.thisRepN,ranodm_loop.thisTrialN,ranodm_loop.thisN,ranodm_loop.thisIndex,ranodm_loop.ran,participant,Wiek*,Płeć,date,expName,psychopyVersion,OS,frameRate,study_id,session,key_resp_16.keys,key_resp_16.rt,key_resp_4.keys,key_resp_4.rt,next_letter.thisRepN,next_letter.thisTrialN,next_letter.thisN,next_letter.thisIndex,next_letter.ran,letter,simple_recall,key_resp_5.keys,key_resp_5.rt,simple_recall_corr,simple_recall_corrkeys,next_level.thisRepN,next_level.thisTrialN,next_level.thisN,next_level.thisIndex,next_level.ran,key_resp_2.keys,key_resp_2.rt,digit_answer,key_resp.keys,key_resp.corr,key_resp.rt,RT_list,next_equation.thisRepN,next_equation.thisTrialN,next_equation.thisN,next_equation.thisIndex,next_equation.ran,Task,Trial,Problem,Operation_answer,sumRT,meanRT,sumdiff,sd,RT,key_resp_3.keys,key_resp_3.rt,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,repeat_practice.ran,processing_score,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.corr,key_resp_11.rt,operation_correct,repeat_if_wrong_prac.thisRepN,repeat_if_wrong_prac.thisTrialN,repeat_if_wrong_prac.thisN,repeat_if_wrong_prac.thisIndex,repeat_if_wrong_prac.ran,span_size_prac.thisRepN,span_size_prac.thisTrialN,span_size_prac.thisN,span_size_prac.thisIndex,span_size_prac.ran,complex_recall_practice,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,complex_prac_corr,span_recall_prac.thisRepN,span_recall_prac.thisTrialN,span_recall_prac.thisN,span_recall_prac.thisIndex,span_recall_prac.ran,key_resp_10.keys,key_resp_10.rt,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,repeat_if_wrong.thisRepN,repeat_if_wrong.thisTrialN,repeat_if_wrong.thisN,repeat_if_wrong.thisIndex,repeat_if_wrong.ran,span_size.thisRepN,span_size.thisTrialN,span_size.thisN,span_size.thisIndex,span_size.ran,complex_recall,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,complex_recall_corr,complex_recall_corrkeys,span_recall.thisRepN,span_recall.thisTrialN,span_recall.thisN,span_recall.thisIndex,span_recall.ran,key_resp_12.keys,key_resp_12.rt
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,3,"[""3""]",1,[14.917000000000144],"[15.146400000000313,4.120400000000359,7.133800000000747,24.693299999999795,5.769600000000651,3.8711999999992486,6.56460000000061,4.66809999999964,53.884799999999814,7.2342000000002145,55.017999999999915,3.2990999999997257,2.7352999999998246,2.4260000000000446,4.9632999999997764,17.201700000000187,17.38379999999995,14.917000000000144]",0,7,7,3,1,Practice,4,(8/4) + 1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,5,"[""5""]",1,[15.14990000000057],"[15.146400000000313,4.120400000000359,7.133800000000747,24.693299999999795,5.769600000000651,3.8711999999992486,6.56460000000061,4.66809999999964,53.884799999999814,7.2342000000002145,55.017999999999915,3.2990999999997257,2.7352999999998246,2.4260000000000446,4.9632999999997764,17.201700000000187,17.38379999999995,14.917000000000144,15.14990000000057]",0,8,8,5,1,Practice,6,(4/2) + 3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,8,"[""8""]",1,[3.0685999999996056],"[15.146400000000313,4.120400000000359,7.133800000000747,24.693299999999795,5.769600000000651,3.8711999999992486,6.56460000000061,4.66809999999964,53.884799999999814,7.2342000000002145,55.017999999999915,3.2990999999997257,2.7352999999998246,2.4260000000000446,4.9632999999997764,17.201700000000187,17.38379999999995,14.917000000000144,15.14990000000057,3.0685999999996056]",0,9,9,8,1,Practice,9,(3x3) - 1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.3355,26.82236667,10458.21797,26.40482023,94.94680286,space,3.42,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,Practice,6,(4/2) + 3,5,,,,,,,,,,,,,,space,42.4877,"[""5""]",1,[7.428700000000163],1,0,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,Practice,8,(5x5) - 18,7,,,,,,,,,,,,,,,,"[""7""]",1,[8.065900000000283],1,0,0,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zp,"[""z"",""p""]",0,"[7.075700000000097,7.798599999999624,8.8254000000004]",1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,Practice,9,(3x3) - 1,8,,,,,,,,,,,,,,,,"[""8""]",1,[4.2582999999997355],1,0,0,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Practice,1,(3x3) -  9,0,,,,,,,,,,,,,,,,"[""0""]",1,[2.5338999999994485],1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cm,"[""c"",""m""]",0,"[4.891500000000178,5.5047000000001844,6.4240000000002055]",1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,Practice,4,(8/4) + 1,3,,,,,,,,,,,,,,,,"[""3""]",1,[8.36709999999971],1,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,Practice,10,(20/2) - 1,9,,,,,,,,,,,,,,,,"[""9""]",1,[9.91669999999931],1,0,0,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xd,"[""x"",""d""]",0,"[3.339599999999791,3.736299999999801,4.569399999999405]",1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,Task,10,(2x5) - 8,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,space,23.4613,"[""2""]",1,[5.6965000000000146],0,0,0,9,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,Task,10,(2x5) - 8,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""2""]",1,[7.313000000000102],0,0,0,9,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zh,"[""z"",""h""]",0,"[3.2846999999992477,3.985799999999699,4.782199999999193]",1,ZH,0,0,0,0,1,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Task,17,(2x3) - 6,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""0""]",1,[2.4075000000000273],0,0,0,16,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,Task,37,(3/3) + 5,6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""6""]",1,[17.367500000000064],0,0,0,36,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,Task,28,(2x5) - 6,4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""4""]",1,[3.7377000000001317],0,0,0,27,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stt,"[""s"",""t"",""t""]",0,"[3.4904000000003634,4.283700000000181,4.717000000000098,6.253700000000208]",1,STT,1,0,1,0,1,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,Task,15,(3x7) - 13,8,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""8""]",1,[5.449900000000525],0,0,0,14,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Task,8,(1x5) - 5,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""0""]",1,[3.283999999999878],0,0,0,7,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,Task,6,(12/2) + 1,7,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""7""]",1,[13.942800000000034],0,0,0,5,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,Task,22,(3x1) + 2,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""5""]",1,[3.7495000000001255],0,0,0,21,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,djts,"[""d"",""j"",""t"",""s""]",0,"[3.933400000000347,5.536200000000235,6.548700000000281,7.353800000000774,8.558400000000347]",1,DJTS,2,0,2,0,1,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,Task,20,(18/9) + 1,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""3""]",1,[14.654600000000528],0,0,0,19,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,Task,30,(6/3) + 4 ,6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""6""]",1,[15.813199999999142],0,0,0,29,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,Task,7,(3x7) - 12,9,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""9""]",1,[15.48779999999988],0,0,0,6,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Task,17,(2x3) - 6,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""0""]",1,[2.1903000000006614],0,0,0,16,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,Task,15,(3x7) - 13,8,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""8""]",1,[11.066299999999956],0,0,0,14,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,,,,,,,,,
,,,,,,,,,,5d0f4380e0392a00170d8def,57,Mężczyzna,2022-06-04_08h09.56.562,task,2021.1.4,MacIntel,60.0024001,628b806c463b948bc644b84f,629af719d1930bdf59e767e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vgpfj,"[""v"",""g"",""p"",""f"",""j""]",0,"[4.125700000000052,5.384400000000369,6.5212999999996555,8.60570000000007,10.488200000000006,11.404200000000174]",1,VGPFJ,3,0,3,0,1,,
